name,brand,sizes,skus,originalPrice,promotionalPrice,discountPercentage,discountAmount
MIT SIMPLY LOVE LIVE PRINT - Cardigan - schwarz,Cloud 5ive,"XS, S, M","CTZ21I008-Q1100XS000, CTZ21I008-Q11000S000, CTZ21I008-Q11000M000",40.0,40.0,0.0,0.0
Trousers - medium taupe,Anna Field,"XS, S, M, L, XL, 3XL","AN621A092-C1100XS000, AN621A092-C11000S000, AN621A092-C11000M000, AN621A092-C11000L000, AN621A092-C1100XL000, AN621A092-C1103XL000",29.99,27.0,10.0,2.9899999999999984
NORA - Jeans Skinny Fit - denim,Tommy Jeans,"24x28, 24x30, 24x32, 24x34, 25x28, 25x32, 25x34, 26x28, 26x30, 26x32, 26x34, 27x28, 27x30, 27x32, 27x34, 28x28, 28x30, 28x32, 28x34, 29x28, 29x30, 29x32, 29x34, 30x28, 30x30, 30x32, 30x34, 31x28, 31x30, 31x32, 31x34, 32x28, 32x30, 32x32, 32x34, 33x28, 33x30, 33x32, 33x34, 34x28, 34x30, 34x32, 34x34","TOB21N07O-K110024028, TOB21N07O-K110024030, TOB21N07O-K110024032, TOB21N07O-K110024034, TOB21N07O-K110025028, TOB21N07O-K110025032, TOB21N07O-K110025034, TOB21N07O-K110026028, TOB21N07O-K110026030, TOB21N07O-K110026032, TOB21N07O-K110026034, TOB21N07O-K110027028, TOB21N07O-K110027030, TOB21N07O-K110027032, TOB21N07O-K110027034, TOB21N07O-K110028028, TOB21N07O-K110028030, TOB21N07O-K110028032, TOB21N07O-K110028034, TOB21N07O-K110029028, TOB21N07O-K110029030, TOB21N07O-K110029032, TOB21N07O-K110029034, TOB21N07O-K110030028, TOB21N07O-K110030030, TOB21N07O-K110030032, TOB21N07O-K110030034, TOB21N07O-K110031028, TOB21N07O-K110031030, TOB21N07O-K110031032, TOB21N07O-K110031034, TOB21N07O-K110032028, TOB21N07O-K110032030, TOB21N07O-K110032032, TOB21N07O-K110032034, TOB21N07O-K110033028, TOB21N07O-K110033030, TOB21N07O-K110033032, TOB21N07O-K110033034, TOB21N07O-K110034028, TOB21N07O-K110034030, TOB21N07O-K110034032, TOB21N07O-K110034034",79.99,48.0,40.0,31.989999999999995
NALIMERA - Shift dress - medium pink,HUGO,"XS, S, M, L, XL","HU721C0RP-J1100XS000, HU721C0RP-J11000S000, HU721C0RP-J11000M000, HU721C0RP-J11000L000, HU721C0RP-J1100XL000",99.0,99.0,0.0,0.0
VMSHANON FLARED  - Bootcut jeans - dark blue denim,Vero Moda,"XXSx30, XXSx32, XXSx34, XSx30, XSx32, XSx34, Sx30, Sx32, Sx34, Mx30, Mx32, Mx34, Lx30, Lx32, Lx34, XLx30, XLx32, XLx34, XXLx30, XXLx32, XXLx34, 3XLx30, 3XLx32, 3XLx34","VE121N15S-K110XXS030, VE121N15S-K110XXS032, VE121N15S-K110XXS034, VE121N15S-K1100XS030, VE121N15S-K1100XS032, VE121N15S-K1100XS034, VE121N15S-K11000S030, VE121N15S-K11000S032, VE121N15S-K11000S034, VE121N15S-K11000M030, VE121N15S-K11000M032, VE121N15S-K11000M034, VE121N15S-K11000L030, VE121N15S-K11000L032, VE121N15S-K11000L034, VE121N15S-K1100XL030, VE121N15S-K1100XL032, VE121N15S-K1100XL034, VE121N15S-K110XXL030, VE121N15S-K110XXL032, VE121N15S-K110XXL034, VE121N15S-K1103XL030, VE121N15S-K1103XL032, VE121N15S-K1103XL034",37.99,37.99,0.0,0.0
Top - black,Anna Field,"XS, S, M, L, XXL, 3XL","AN621D0RT-Q1100XS000, AN621D0RT-Q11000S000, AN621D0RT-Q11000M000, AN621D0RT-Q11000L000, AN621D0RT-Q110XXL000, AN621D0RT-Q1103XL000",10.99,5.0,55.0,5.99
Long sleeved top - black,Anna Field,"XS, S, M, L, XL","AN621D1DI-Q1100XS000, AN621D1DI-Q11000S000, AN621D1DI-Q11000M000, AN621D1DI-Q11000L000, AN621D1DI-Q1100XL000",29.99,27.0,10.0,2.9899999999999984
ONLTIA - Denim jacket - medium blue denim,ONLY,"6, 8, 10, 14, 16","ON321G0TY-K110034000, ON321G0TY-K110036000, ON321G0TY-K110038000, ON321G0TY-K110042000, ON321G0TY-K110044000",39.99,36.0,10.0,3.990000000000002
Blouse - offwhite,Anna Field,"XS, S, M, L, XL","AN621E0DQ-A1100XS000, AN621E0DQ-A11000S000, AN621E0DQ-A11000M000, AN621E0DQ-A11000L000, AN621E0DQ-A1100XL000",29.99,29.99,0.0,0.0
Print T-shirt - white,Anna Field,"XS, S, M, L, XL","AN621D176-A1100XS000, AN621D176-A11000S000, AN621D176-A11000M000, AN621D176-A11000L000, AN621D176-A1100XL000",13.99,13.99,0.0,0.0
NEW SHORT SLEEVE - Basic T-shirt - yellow,Polo Ralph Lauren,"XS, S, L, XL","PO221D0FI-E1100XS000, PO221D0FI-E11000S000, PO221D0FI-E11000L000, PO221D0FI-E1100XL000",75.0,60.0,20.0,15.0
Trousers - green,Anna Field,"XS, S, M, L, XL","AN621A09B-M1100XS000, AN621A09B-M11000S000, AN621A09B-M11000M000, AN621A09B-M11000L000, AN621A09B-M1100XL000",27.99,27.99,0.0,0.0
Print T-shirt - off-white,Anna Field,"XS, S, M, L, XL, XXL, 3XL","AN621D1CB-A1100XS000, AN621D1CB-A11000S000, AN621D1CB-A11000M000, AN621D1CB-A11000L000, AN621D1CB-A1100XL000, AN621D1CB-A1102XL000, AN621D1CB-A1103XL000",16.99,15.0,12.0,1.9899999999999984
SHORT-SLEEVES SS - Sports T-shirt - downpour gray,Under Armour,"S, M, L, XL","UN241D0RW-C1100SM000, UN241D0RW-C1100MD000, UN241D0RW-C1100LG000, UN241D0RW-C1100XL000",50.0,24.97,50.0,25.03
Trousers - black,Anna Field,"XS, S, M, L, XL, XXL, 3XL","AN621A055-Q1100XS000, AN621A055-Q11000S000, AN621A055-Q11000M000, AN621A055-Q11000L000, AN621A055-Q1100XL000, AN621A055-Q110XXL000, AN621A055-Q1103XL000",29.99,27.0,10.0,2.9899999999999984
VMPANDA - Basic T-shirt - black,Vero Moda,"XS, S, M, L, XL, XXL","VE121D1DW-Q1100XS000, VE121D1DW-Q11000S000, VE121D1DW-Q11000M000, VE121D1DW-Q11000L000, VE121D1DW-Q1100XL000, VE121D1DW-Q110XXL000",14.99,14.99,0.0,0.0
COLLECTIVE WIDE SIDE RETRO - Bikini bottoms - black,Seafolly,"8, 14, 16","S1981I08U-Q110008000, S1981I08U-Q110014000, S1981I08U-Q110016000",44.99,31.0,31.0,13.990000000000002
WITH BELT  - Trenchcoat - camel,Massimo Dutti,"XS, S, M, L","M3I21U0OT-B1100XS000, M3I21U0OT-B11000S000, M3I21U0OT-B11000M000, M3I21U0OT-B11000L000",199.0,199.0,0.0,0.0
Top - blue,Anna Field,"XS, M, L, XL","AN621D1CE-K1100XS000, AN621D1CE-K11000M000, AN621D1CE-K11000L000, AN621D1CE-K1100XL000",16.99,16.99,0.0,0.0
Trousers - off-white,Anna Field,"XS, S, M, L, XL","AN621A09C-B1100XS000, AN621A09C-B11000S000, AN621A09C-B11000M000, AN621A09C-B11000L000, AN621A09C-B1100XL000",42.99,42.99,0.0,0.0
VMNINNA ANKLE SKIRT - Maxi skirt - silver lining,Vero Moda,"XXS, XS, S, M, XL, 3XL","VE121B146-D110XXS000, VE121B146-D1100XS000, VE121B146-D11000S000, VE121B146-D11000M000, VE121B146-D1100XL000, VE121B146-D1103XL000",43.99,43.99,0.0,0.0
VMAVA PLAIN - Basic T-shirt - asphalt,Vero Moda,"XS, S, M, L, XL, XXL","VE121D21X-C1100XS000, VE121D21X-C11000S000, VE121D21X-C11000M000, VE121D21X-C11000L000, VE121D21X-C1100XL000, VE121D21X-C110XXL000",15.99,15.99,0.0,0.0
VMZURI MIX NOOS - Denim shorts - medium blue denim,Vero Moda,"S, L, XL","VE121S0CU-K12000S000, VE121S0CU-K12000L000, VE121S0CU-K1200XL000",21.99,21.99,0.0,0.0
Print T-shirt - dark red,Anna Field Curvy,"18, 20, 22, 24, 26","AX821D06W-G110046000, AX821D06W-G110048000, AX821D06W-G110050000, AX821D06W-G110052000, AX821D06W-G110054000",23.99,22.0,8.0,1.9899999999999984
MIDI - Day dress - teh,Roxy,"XS, L, XL","RO521C0A5-B1100XS000, RO521C0A5-B11000L000, RO521C0A5-B1100XL000",55.0,38.5,30.0,16.5
ONLSANDRA - Shorts - cloud dancer,ONLY,"XXS, XS, S, M, L, XL","ON321S0OV-A110XXS000, ON321S0OV-A1100XS000, ON321S0OV-A11000S000, ON321S0OV-A11000M000, ON321S0OV-A11000L000, ON321S0OV-A1100XL000",18.99,18.99,0.0,0.0
Trousers - khaki,Urban Classics,"XS, S, M, L, XL, 3XL, 4XL, 5XL","UR621A068-N1100XS000, UR621A068-N11000S000, UR621A068-N11000M000, UR621A068-N11000L000, UR621A068-N1100XL000, UR621A068-N1103XL000, UR621A068-N1104XL000, UR621A068-N1105XL000",40.0,40.0,0.0,0.0
BASE - Basic T-shirt - white,G-Star,"XXS, XS, S, M, L, XL, XXL","GS121D0CL-A110XXS000, GS121D0CL-A1100XS000, GS121D0CL-A11000S000, GS121D0CL-A11000M000, GS121D0CL-A11000L000, GS121D0CL-A1100XL000, GS121D0CL-A110XXL000",25.99,25.99,0.0,0.0
ARVENSIS LYZET  - Waistcoat - black/cream,Bruuns Bazaar,"6, 8, 10, 12, 14","BR321G027-Q110034000, BR321G027-Q110036000, BR321G027-Q110038000, BR321G027-Q110040000, BR321G027-Q110042000",99.99,99.99,0.0,0.0
Bomber Jacket - olive,Urban Classics,"XS, S, M, L","UR621G008-N1100XS000, UR621G008-N11000S000, UR621G008-N11000M000, UR621G008-N11000L000",65.0,65.0,0.0,0.0
VMEMMA SLIM PANT - Trousers - black,Vero Moda,"32x30, 32x32, 32x34, 34x30, 34x32, 34x34, 36x30, 36x32, 36x34, 38x30, 38x34, 40x30, 42x32, 42x34, 44x30, 46x30, 46x32, 46x34","VE121A1HX-Q110032030, VE121A1HX-Q110032032, VE121A1HX-Q110032034, VE121A1HX-Q110034030, VE121A1HX-Q110034032, VE121A1HX-Q110034034, VE121A1HX-Q110036030, VE121A1HX-Q110036032, VE121A1HX-Q110036034, VE121A1HX-Q110038030, VE121A1HX-Q110038034, VE121A1HX-Q110040030, VE121A1HX-Q110042032, VE121A1HX-Q110042034, VE121A1HX-Q110044030, VE121A1HX-Q110046030, VE121A1HX-Q110046032, VE121A1HX-Q110046034",37.99,37.99,0.0,0.0
x CRAPULE2000 RELAXED - Print T-shirt - white,Karl Lagerfeld Jeans,"XS, S, M, L","K3W21D01B-A1100XS000, K3W21D01B-A11000S000, K3W21D01B-A11000M000, K3W21D01B-A11000L000",84.99,59.0,31.0,25.989999999999995
ONLKARLA - Button-down blouse - medium blue denim,ONLY,"XXS, XS, S, M, L, XL","ON321E37W-K110XXS000, ON321E37W-K1100XS000, ON321E37W-K11000S000, ON321E37W-K11000M000, ON321E37W-K11000L000, ON321E37W-K1100XL000",32.99,32.99,0.0,0.0
OPEN HEM TROUSERS - Trousers - bordeaux,Anna Field,"XS, S, M, L, XL, XXL, 3XL","AN621A09D-G1100XS000, AN621A09D-G11000S000, AN621A09D-G11000M000, AN621A09D-G11000L000, AN621A09D-G1100XL000, AN621A09D-G1102XL000, AN621A09D-G1103XL000",27.99,27.99,0.0,0.0
ONLROYAL - Jeggings - medium blue denim,ONLY,"XXSx30, XXSx32, XXSx34, XSx30, XSx32, XSx34, Sx30, Sx32, Sx34, Mx30, Mx32, Lx30, Lx32, Lx34, XLx30, XLx32, XLx34, XXLx30, XXLx32, XXLx34, 3XLx30, 3XLx32, 3XLx34","ON321N27E-K110XXS030, ON321N27E-K110XXS032, ON321N27E-K110XXS034, ON321N27E-K1100XS030, ON321N27E-K1100XS032, ON321N27E-K1100XS034, ON321N27E-K11000S030, ON321N27E-K11000S032, ON321N27E-K11000S034, ON321N27E-K11000M030, ON321N27E-K11000M032, ON321N27E-K11000L030, ON321N27E-K11000L032, ON321N27E-K11000L034, ON321N27E-K1100XL030, ON321N27E-K1100XL032, ON321N27E-K1100XL034, ON321N27E-K110XXL030, ON321N27E-K110XXL032, ON321N27E-K110XXL034, ON321N27E-K1103XL030, ON321N27E-K1103XL032, ON321N27E-K1103XL034",31.99,31.99,0.0,0.0
BOYFRIEND BEACH - Beach accessory - white,Seafolly,"XS, S, M, L, XL","S1981D08U-A1100XS000, S1981D08U-A11000S000, S1981D08U-A11000M000, S1981D08U-A11000L000, S1981D08U-A1100XL000",59.99,48.0,20.0,11.990000000000002
ONLSANIA BELT BUTTON PANT  - Trousers - black,ONLY,"XXSx32, XSx32, Sx32, XLx32","ON321A286-Q110XXS032, ON321A286-Q1100XS032, ON321A286-Q11000S032, ON321A286-Q1100XL032",23.99,23.99,0.0,0.0
HIGH WAIST COMFORT - Cargo trousers - softseagrass,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621A05V-B1100XS000, UR621A05V-B11000S000, UR621A05V-B11000M000, UR621A05V-B11000L000, UR621A05V-B1100XL000, UR621A05V-B110XXL000, UR621A05V-B1103XL000, UR621A05V-B1104XL000, UR621A05V-B1105XL000",50.0,50.0,0.0,0.0
ONLKITA LIFE FEATHERS TOP - Print T-shirt - cloud dancer print/feathers,ONLY,"XXS, XS, S, M, XL","ON321D3LN-A110XXS000, ON321D3LN-A1100XS000, ON321D3LN-A11000S000, ON321D3LN-A11000M000, ON321D3LN-A1100XL000",14.99,14.99,0.0,0.0
Cardigan - sand,Anna Field,"XS, S, M, L, XL","AN621I0KK-B1100XS000, AN621I0KK-B11000S000, AN621I0KK-B11000M000, AN621I0KK-B11000L000, AN621I0KK-B1100XL000",27.99,27.99,0.0,0.0
VMRUSK V NECK - Print T-shirt - laurel wreath,Vero Moda,"XS, S, M, L, XL, XXL, 3XL","VE121E3MU-M1100XS000, VE121E3MU-M11000S000, VE121E3MU-M11000M000, VE121E3MU-M11000L000, VE121E3MU-M1100XL000, VE121E3MU-M110XXL000, VE121E3MU-M1103XL000",21.99,21.99,0.0,0.0
ONLALICIA REG STRT - Straight leg jeans - medium blue denim,ONLY,"25x30, 25x32, 26x30, 26x32, 26x34, 27x30, 27x32, 27x34, 28x30, 28x32, 28x34, 29x30, 29x32, 29x34, 30x30, 30x32, 30x34, 31x30, 31x32, 31x34, 32x32, 32x34, 33x32","ON321N1Y6-K110025030, ON321N1Y6-K110025032, ON321N1Y6-K110026030, ON321N1Y6-K110026032, ON321N1Y6-K110026034, ON321N1Y6-K110027030, ON321N1Y6-K110027032, ON321N1Y6-K110027034, ON321N1Y6-K110028030, ON321N1Y6-K110028032, ON321N1Y6-K110028034, ON321N1Y6-K110029030, ON321N1Y6-K110029032, ON321N1Y6-K110029034, ON321N1Y6-K110030030, ON321N1Y6-K110030032, ON321N1Y6-K110030034, ON321N1Y6-K110031030, ON321N1Y6-K110031032, ON321N1Y6-K110031034, ON321N1Y6-K110032032, ON321N1Y6-K110032034, ON321N1Y6-K110033032",39.99,36.0,10.0,3.990000000000002
BAGGY DAD - Relaxed fit jeans - hold my purse,Levi's®,"23x30, 24x28, 25x28, 25x32, 26x30, 27x28, 27x30, 28x30, 29x28, 29x30, 29x32, 30x28, 30x30, 30x32, 31x30, 31x32, 32x32, 33x32, 34x32","LE221N0IY-K130023030, LE221N0IY-K130024028, LE221N0IY-K130025028, LE221N0IY-K130025032, LE221N0IY-K130026030, LE221N0IY-K130027028, LE221N0IY-K130027030, LE221N0IY-K130028030, LE221N0IY-K130029028, LE221N0IY-K130029030, LE221N0IY-K130029032, LE221N0IY-K130030028, LE221N0IY-K130030030, LE221N0IY-K130030032, LE221N0IY-K130031030, LE221N0IY-K130031032, LE221N0IY-K130032032, LE221N0IY-K130033032, LE221N0IY-K130034032",104.99,104.99,0.0,0.0
501® CROP - Straight leg jeans - light blue denim,Levi's®,"23x26, 24x26, 24x30, 25x26, 25x28, 25x30, 26x26, 26x28, 26x30, 27x26, 27x28, 28x26, 28x28, 28x30, 29x26, 29x28, 29x30, 30x26, 30x28, 30x30, 31x26, 31x28, 31x30, 32x28, 32x30","LE221N081-K140023026, LE221N081-K140024026, LE221N081-K140024030, LE221N081-K140025026, LE221N081-K140025028, LE221N081-K140025030, LE221N081-K140026026, LE221N081-K140026028, LE221N081-K140026030, LE221N081-K140027026, LE221N081-K140027028, LE221N081-K140028026, LE221N081-K140028028, LE221N081-K140028030, LE221N081-K140029026, LE221N081-K140029028, LE221N081-K140029030, LE221N081-K140030026, LE221N081-K140030028, LE221N081-K140030030, LE221N081-K140031026, LE221N081-K140031028, LE221N081-K140031030, LE221N081-K140032028, LE221N081-K140032030",94.99,71.0,25.0,23.989999999999995
Top - white/multi-coloured,Even&Odd,"XS, S, M, L, XL, XXL, 3XL","EV421D2A1-A1100XS000, EV421D2A1-A11000S000, EV421D2A1-A11000M000, EV421D2A1-A11000L000, EV421D2A1-A1100XL000, EV421D2A1-A1102XL000, EV421D2A1-A1103XL000",12.99,6.0,54.0,6.99
Bomber Jacket - dark blue,Massimo Dutti,"S, M, L","M3I22T107-K11000S000, M3I22T107-K11000M000, M3I22T107-K11000L000",119.0,119.0,0.0,0.0
VMEVA PAPERBAG  - Trousers - black,Vero Moda,"XSx30, XSx32, XSx34, Sx30, Sx32, Sx34, Mx30, Mx32, Mx34, Lx30, Lx32, Lx34, XLx30, XLx32, XLx34","VE121A0MX-Q1100XS030, VE121A0MX-Q1100XS032, VE121A0MX-Q1100XS034, VE121A0MX-Q11000S030, VE121A0MX-Q11000S032, VE121A0MX-Q11000S034, VE121A0MX-Q11000M030, VE121A0MX-Q11000M032, VE121A0MX-Q11000M034, VE121A0MX-Q11000L030, VE121A0MX-Q11000L032, VE121A0MX-Q11000L034, VE121A0MX-Q1100XL030, VE121A0MX-Q1100XL032, VE121A0MX-Q1100XL034",42.99,42.99,0.0,0.0
Long sleeved top - black,Anna Field Curvy,"18, 20, 22, 24, 26","AX821D06U-Q110046000, AX821D06U-Q110048000, AX821D06U-Q110050000, AX821D06U-Q110052000, AX821D06U-Q110054000",25.99,23.0,12.0,2.9899999999999984
HIGH WAIST STONE WASHED - Tracksuit bottoms - black,Urban Classics,"XS, S, M, XL, XXL, 3XL, 4XL, 5XL","UR621A070-Q1100XS000, UR621A070-Q11000S000, UR621A070-Q11000M000, UR621A070-Q1100XL000, UR621A070-Q110XXL000, UR621A070-Q1103XL000, UR621A070-Q1104XL000, UR621A070-Q1105XL000",55.0,55.0,0.0,0.0
REGULAR LOGO TEE - Print T-shirt - radiant yellow,Karl Lagerfeld Jeans,"XS, S, M, L","K3W21D00D-E1100XS000, K3W21D00D-E11000S000, K3W21D00D-E11000M000, K3W21D00D-E11000L000",64.99,45.0,31.0,19.989999999999995
STRIPED - Day dress - black,Massimo Dutti,"XS, S, M, L","M3I21C13D-Q1100XS000, M3I21C13D-Q11000S000, M3I21C13D-Q11000M000, M3I21C13D-Q11000L000",129.0,129.0,0.0,0.0
LOTTA LUXE VINTAGE LOVE AFFAIR - Flared Jeans - mid blue,7 for all mankind,"25, 26, 27, 28, 29, 31, 32","7F121N16W-K110025000, 7F121N16W-K110026000, 7F121N16W-K110027000, 7F121N16W-K110028000, 7F121N16W-K110029000, 7F121N16W-K110031000, 7F121N16W-K110032000",219.99,219.99,0.0,0.0
Print T-shirt - black,Karl Lagerfeld Jeans,"XS, S, M","K3W21D013-Q1100XS000, K3W21D013-Q11000S000, K3W21D013-Q11000M000",84.99,76.0,11.0,8.989999999999995
Trousers - evergreen,Anna Field,"XS, L, XL, XXL, 3XL","AN621A08O-M1100XS000, AN621A08O-M11000L000, AN621A08O-M1100XL000, AN621A08O-M1102XL000, AN621A08O-M1103XL000",38.99,35.0,10.0,3.990000000000002
ONLSVEA SHORT JACKET - Bomber Jacket - phantom detail/black,ONLY,"XS, S, M, L, XL, XXL, 3XL","ON321U15S-Q1100XS000, ON321U15S-Q11000S000, ON321U15S-Q11000M000, ON321U15S-Q11000L000, ON321U15S-Q1100XL000, ON321U15S-Q110XXL000, ON321U15S-Q1103XL000",54.99,54.99,0.0,0.0
Shift dress - off white/dark blue,Anna Field,"XS, S, M, L, XL","AN621C214-A1100XS000, AN621C214-A11000S000, AN621C214-A11000M000, AN621C214-A11000L000, AN621C214-A1100XL000",33.99,31.0,9.0,2.990000000000002
UNISEX - Hoodie - pink,YOURTURN,"XXS, XS, S, M, L, XL, XXL","YO121009Q-J110XXS000, YO121009Q-J1100XS000, YO121009Q-J11000S000, YO121009Q-J11000M000, YO121009Q-J11000L000, YO121009Q-J1100XL000, YO121009Q-J110XXL000",33.99,17.0,50.0,16.990000000000002
Leggings - dark brown,Even&Odd active,"XS, S, M, L","EV941E07D-O1100XS000, EV941E07D-O11000S000, EV941E07D-O11000M000, EV941E07D-O11000L000",20.99,19.0,9.0,1.9899999999999984
HUTTON TROUSER - Trousers - ivory,Filippa K,"6, 10, 12, 14, 16","F1421A04P-A110034000, F1421A04P-A110038000, F1421A04P-A110040000, F1421A04P-A110042000, F1421A04P-A110044000",210.0,210.0,0.0,0.0
Tracksuit bottoms - black,Even&Odd,"XS, S, M, L, XL, XXL, 3XL","EV421A08P-Q1100XS000, EV421A08P-Q11000S000, EV421A08P-Q11000M000, EV421A08P-Q11000L000, EV421A08P-Q1100XL000, EV421A08P-Q110XXL000, EV421A08P-Q1103XL000",18.99,15.0,21.0,3.9899999999999984
ONLMILA LIFE - Jeans Skinny Fit - medium blue denim,ONLY,"25x32, 26x30, 26x32, 26x34, 27x30, 27x32, 28x30, 28x32, 28x34, 29x30, 29x34, 30x32, 31x34","ON321N178-K110025032, ON321N178-K110026030, ON321N178-K110026032, ON321N178-K110026034, ON321N178-K110027030, ON321N178-K110027032, ON321N178-K110028030, ON321N178-K110028032, ON321N178-K110028034, ON321N178-K110029030, ON321N178-K110029034, ON321N178-K110030032, ON321N178-K110031034",34.99,31.0,11.0,3.990000000000002
Day dress - black,Anna Field,One Size,AN651G090-Q110ONE000,17.99,13.0,28.0,4.989999999999998
BAGGY TERRY - Cargo trousers - black,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621A07Q-Q1100XS000, UR621A07Q-Q11000S000, UR621A07Q-Q11000M000, UR621A07Q-Q11000L000, UR621A07Q-Q1100XL000, UR621A07Q-Q110XXL000, UR621A07Q-Q1103XL000, UR621A07Q-Q1104XL000, UR621A07Q-Q1105XL000",85.0,25.0,0.0,60.0
Trousers - black,Anna Field MAMA,"XS, S, M, L, XL","EX429B01P-Q1300XS000, EX429B01P-Q13000S000, EX429B01P-Q13000M000, EX429B01P-Q13000L000, EX429B01P-Q1300XL000",25.99,25.99,0.0,0.0
WEKOO - Parka - dark blue,Navahoo,"S, M, L","NAP21U01A-K12000S000, NAP21U01A-K12000M000, NAP21U01A-K12000L000",103.2,90.3,13.0,12.900000000000006
Trousers - black,Anna Field Curvy,"18, 20, 22, 24","AX821A00Y-Q110046000, AX821A00Y-Q110048000, AX821A00Y-Q110050000, AX821A00Y-Q110052000",20.99,20.99,0.0,0.0
ONLMARSEILLE BRIEF TIE SET - Bikini - kalamata,ONLY,"XS, M, L, XL","ON381L02J-N1100XS000, ON381L02J-N11000M000, ON381L02J-N11000L000, ON381L02J-N1100XL000",30.99,30.99,0.0,0.0
VMBEACH  - Print T-shirt - cloud dancer,Vero Moda,"XS, S, M, L, XL","VE121E3OQ-A1100XS000, VE121E3OQ-A11000S000, VE121E3OQ-A11000M000, VE121E3OQ-A11000L000, VE121E3OQ-A1100XL000",23.99,23.99,0.0,0.0
VMMELANIE TAPERED ZIP PANT - Tracksuit bottoms - dark grey melange,Vero Moda,"8x30, 8x32, 8x34, 10x30, 10x32, 12x30, 12x32, 12x34, 14x30, 14x32, 16x30, 16x32, 16x34","VE121A1HD-C1100XS030, VE121A1HD-C1100XS032, VE121A1HD-C1100XS034, VE121A1HD-C11000S030, VE121A1HD-C11000S032, VE121A1HD-C11000M030, VE121A1HD-C11000M032, VE121A1HD-C11000M034, VE121A1HD-C11000L030, VE121A1HD-C11000L032, VE121A1HD-C1100XL030, VE121A1HD-C1100XL032, VE121A1HD-C1100XL034",42.99,42.99,0.0,0.0
Jumpsuit - white/dark blue,Anna Field,"XS, S, M, L, XL","AN621T04M-A1100XS000, AN621T04M-A11000S000, AN621T04M-A11000M000, AN621T04M-A11000L000, AN621T04M-A1100XL000",42.99,42.99,0.0,0.0
SUMMERCAPE - Tunic - black,Anna Field,One Size,AN651G08A-Q110ONE000,17.99,16.0,11.0,1.9899999999999984
Print T-shirt - white,Even&Odd,"XS, S, M, L, XL","EV421D23V-A1100XS000, EV421D23V-A11000S000, EV421D23V-A11000M000, EV421D23V-A11000L000, EV421D23V-A1100XL000",13.99,13.99,0.0,0.0
SLFTARA HANDMADE JACKET - Summer jacket - black,Selected Femme,"10, 12, 14","SE521G08X-Q110038000, SE521G08X-Q110040000, SE521G08X-Q110042000",159.99,159.99,0.0,0.0
RUBY - Cargo trousers - olive,DEF,"XS, M, L","D6621A002-N1100XS000, D6621A002-N11000M000, D6621A002-N11000L000",40.0,40.0,0.0,0.0
PARADISE WINDS - Day dress - light brown,Roxy,"XS, M, L, XL","RO521C08J-O1100XS000, RO521C08J-O11000M000, RO521C08J-O11000L000, RO521C08J-O1100XL000",65.0,45.5,30.0,19.5
PRETTY SIDE - Maxi skirt - black sands,Billabong,"XS, S, L, XL","BI721B00U-Q1100XS000, BI721B00U-Q11000S000, BI721B00U-Q11000L000, BI721B00U-Q1100XL000",60.0,42.0,0.0,18.0
MOONSINGLET NOOS  - Top - black,ONLY,"6, 8, 10, 12, 14","ON321E1FJ-Q110034000, ON321E1FJ-Q110036000, ON321E1FJ-Q110038000, ON321E1FJ-Q110040000, ON321E1FJ-Q110042000",17.99,17.99,0.0,0.0
Print T-shirt - dark blue,Anna Field,"XS, S, L, XL","AN621D10F-K1100XS000, AN621D10F-K11000S000, AN621D10F-K11000L000, AN621D10F-K1100XL000",14.99,14.99,0.0,0.0
ONLMISSOURI CARGO - Slim fit jeans - black washed,ONLY,"34x30, 34x32, 34x34, 36x30, 36x32, 36x34, 38x30, 38x32, 38x34, 40x30, 40x32, 40x34, 42x30, 42x32, 42x34","ON321A0XZ-Q110034030, ON321A0XZ-Q110034032, ON321A0XZ-Q110034034, ON321A0XZ-Q110036030, ON321A0XZ-Q110036032, ON321A0XZ-Q110036034, ON321A0XZ-Q110038030, ON321A0XZ-Q110038032, ON321A0XZ-Q110038034, ON321A0XZ-Q110040030, ON321A0XZ-Q110040032, ON321A0XZ-Q110040034, ON321A0XZ-Q110042030, ON321A0XZ-Q110042032, ON321A0XZ-Q110042034",39.99,39.99,0.0,0.0
ONLVIC - Blouse - night sky,ONLY,"4, 6, 8, 14, 16","ON321E168-K160032000, ON321E168-K160034000, ON321E168-K160036000, ON321E168-K160042000, ON321E168-K160044000",14.99,14.99,0.0,0.0
LIFE - Maxi skirt - black,ONLY,"XS, S, M, XL","ON321B0T8-Q1100XS000, ON321B0T8-Q11000S000, ON321B0T8-Q11000M000, ON321B0T8-Q1100XL000",23.99,23.99,0.0,0.0
Jumpsuit - light blue,Anna Field,"M, L, XL","AN621T04A-K11000M000, AN621T04A-K11000L000, AN621T04A-K1100XL000",42.99,42.99,0.0,0.0
VMKATE 3/4 - Blouse - snow white,Vero Moda Petite,"XXS, XS, M","VM021E0E3-A110XXS000, VM021E0E3-A110XSP000, VM021E0E3-A1100MP000",35.99,35.99,0.0,0.0
Top - black,Anna Field,"XS, S, M, L, XL","AN621D0TP-Q1100XS000, AN621D0TP-Q11000S000, AN621D0TP-Q11000M000, AN621D0TP-Q11000L000, AN621D0TP-Q1100XL000",14.99,9.0,40.0,5.99
